,num,name,sr,hr,lr,bic
653,653,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0630,165471,166288,10466,167694
654,654,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0820,165721,166358,10423,166773
655,655,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0538,0,0,0,0
656,656,631880_1066622_2017-07-18_101e_BGRN_Analytic_s0566,170639,172884,10876,174681
657,657,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0386,103840,106136,6683,107444
658,658,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0879,192424,192815,12082,193387
659,659,660571_1269313_2017-08-01_1028_BGRN_Analytic_s0279,157484,157898,9905,158643
660,660,661490_1269014_2017-08-01_1024_BGRN_Analytic_s0118,57967,57861,3641,58356
661,661,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0244,160728,164865,10466,168426
662,662,592143_1269313_2017-07-01_1006_BGRN_Analytic_s0321,138097,138277,8640,138279
663,663,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0555,1612,1484,80,1197
664,664,635218_1368610_2017-07-20_1011_BGRN_Analytic_s0133,9744,9714,606,9670
665,665,498793_1166117_2017-05-11_0e14_BGRN_Analytic_s0337,51168,50023,3117,49338
666,666,631880_1066622_2017-07-18_101e_BGRN_Analytic_s0155,216209,217024,13597,217675
667,667,503058_1168617_2017-05-14_0e0f_BGRN_Analytic_s0209,0,0,0,0
668,668,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0500,510,410,24,309
669,669,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0231,95121,94901,5963,95338
670,670,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0098,21306,21252,1269,20082
671,671,660535_1066622_2017-08-01_1041_BGRN_Analytic_s0880,155754,155536,9867,158660
672,672,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0426,193089,196928,12480,200583
673,673,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0694,156814,158340,9926,158880
674,674,661490_1269014_2017-08-01_1024_BGRN_Analytic_s0391,183426,184266,11616,186705
675,675,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0744,101994,101765,6345,101030
676,676,584870_1368808_2017-06-27_1038_BGRN_Analytic_s0663,165713,165829,10378,166227
677,677,667525_1269014_2017-08-04_1022_BGRN_Analytic_s0353,57299,57272,3574,57128
678,678,715013_1166017_2017-08-27_1032_BGRN_Analytic_s0161,96548,96523,6047,97257
679,679,640681_1269014_2017-07-23_1030_BGRN_Analytic_s0369,140755,141546,8876,142471
680,680,640681_1269014_2017-07-23_1030_BGRN_Analytic_s0170,176611,177101,11075,177704
681,681,637302_1368610_2017-07-21_0f34_BGRN_Analytic_s0502,159905,159986,10045,160971
682,682,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0702,108603,109163,6832,109287
683,683,716222_1368610_2017-08-27_0e0f_BGRN_Analytic_s0865,0,0,0,0
684,684,660571_1269313_2017-08-01_1028_BGRN_Analytic_s0221,183009,183261,11485,183978
685,685,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0372,79617,81049,5096,81419
686,686,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0495,138342,138595,8655,138940
687,687,660535_1066622_2017-08-01_1041_BGRN_Analytic_s0902,114706,115265,7256,116583
688,688,592143_1269313_2017-07-01_1006_BGRN_Analytic_s0688,164961,166253,10470,168134
689,689,592143_1269313_2017-07-01_1006_BGRN_Analytic_s0273,88213,88946,5566,89076
690,690,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0631,152424,153221,9646,154775
691,691,716222_1368610_2017-08-27_0e0f_BGRN_Analytic_s0114,2599,2496,156,2417
692,692,584870_1368808_2017-06-27_1038_BGRN_Analytic_s0227,84163,84623,5285,84575
693,693,624964_1066622_2017-07-15_0f28_BGRN_Analytic_s0826,7293,7154,431,6721
694,694,492899_1166117_2017-05-06_1041_BGRN_Analytic_s0090,0,0,0,0
695,695,492899_1166117_2017-05-06_1041_BGRN_Analytic_s0445,0,0,0,0
696,696,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0076,0,0,0,0
697,697,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0565,117446,117633,7377,118077
698,698,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0928,166328,167585,10591,169950
699,699,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0548,0,0,0,0
700,700,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0431,89968,90147,5640,90240
701,701,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0180,479,466,23,313
702,702,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0281,28195,28397,1758,27839
703,703,581200_1368610_2017-06-26_1030_BGRN_Analytic_s0026,42250,42660,2651,42217
704,704,498793_1166117_2017-05-11_0e14_BGRN_Analytic_s0384,19298,19358,1129,17597
705,705,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0227,1074,1137,45,636
706,706,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0697,132224,134640,8411,134993
707,707,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0035,18377,19422,1060,16611
708,708,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0676,1521,1572,62,820
709,709,656866_1269014_2017-07-30_1033_BGRN_Analytic_s0471,61650,61614,3840,61529
710,710,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0195,1528,1461,77,1236
711,711,661490_1269014_2017-08-01_1024_BGRN_Analytic_s0710,158818,159055,9991,160232
712,712,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0723,0,0,0,0
713,713,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0274,98549,101158,6386,102308
714,714,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0073,160546,161460,10116,162020
715,715,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0421,122510,122939,7731,123853
716,716,716222_1368610_2017-08-27_0e0f_BGRN_Analytic_s0285,28500,29596,1826,29000
717,717,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0100,51593,51737,3237,51581
718,718,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0289,0,0,0,0
719,719,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0103,49826,49906,3081,49119
720,720,676207_1269313_2017-08-08_0f15_BGRN_Analytic_s0208,138668,138825,8707,139170
721,721,584870_1368808_2017-06-27_1038_BGRN_Analytic_s0110,141600,141382,8871,142020
722,722,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0626,146127,148706,9416,151444
723,723,660571_1269313_2017-08-01_1028_BGRN_Analytic_s0382,200589,201676,12648,202490
724,724,682467_1368610_2017-08-11_102d_BGRN_Analytic_s0524,2773,2573,138,2194
725,725,682789_1269014_2017-08-10_1018_BGRN_Analytic_s0003,163815,165806,10423,167407
726,726,682467_1368610_2017-08-11_102d_BGRN_Analytic_s0180,0,0,0,0
727,727,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0712,103058,103322,6476,103623
728,728,492899_1166117_2017-05-06_1041_BGRN_Analytic_s0193,0,0,0,0
729,729,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0422,193161,196227,12429,199575
730,730,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0481,172597,173235,10903,174768
731,731,498793_1166117_2017-05-11_0e14_BGRN_Analytic_s0493,33296,33169,2065,32578
732,732,693353_1066622_2017-08-17_1032_BGRN_Analytic_s0282,131597,130513,8180,131469
733,733,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0324,155310,156053,9821,157204
734,734,585620_1166117_2017-06-28_0f22_BGRN_Analytic_s0281,151348,151683,9492,151692
735,735,637302_1368610_2017-07-21_0f34_BGRN_Analytic_s0609,195238,195366,12276,196424
736,736,656866_1269014_2017-07-30_1033_BGRN_Analytic_s0374,113111,113028,7058,112913
737,737,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0459,66001,66082,4157,66908
738,738,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0420,132977,133423,8360,134176
739,739,498793_1166117_2017-05-11_0e14_BGRN_Analytic_s0075,129323,127420,8087,130472
740,740,660535_1066622_2017-08-01_1041_BGRN_Analytic_s0732,104823,106644,6738,108037
741,741,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0524,0,0,0,0
742,742,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0130,13023,13223,777,12240
743,743,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0414,126039,127497,8080,129620
744,744,585726_1269313_2017-06-28_1010_BGRN_Analytic_s0304,197898,198209,12407,198615
745,745,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0589,179227,180111,11294,181033
746,746,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0078,227658,227913,14280,228576
747,747,624964_1066622_2017-07-15_0f28_BGRN_Analytic_s0784,4777,4822,261,3893
748,748,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0688,0,0,0,0
749,749,492899_1166117_2017-05-06_1041_BGRN_Analytic_s0212,0,0,0,0
750,750,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0615,0,0,0,0
751,751,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0193,0,0,0,0
752,752,682789_1269014_2017-08-10_1018_BGRN_Analytic_s0124,114140,114622,7191,115009
753,753,660535_1066622_2017-08-01_1041_BGRN_Analytic_s0662,128648,130613,8236,131874
754,754,637302_1368610_2017-07-21_0f34_BGRN_Analytic_s0076,112100,112315,7063,113103
755,755,660535_1066622_2017-08-01_1041_BGRN_Analytic_s0630,141134,143250,9058,145901
756,756,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0937,208045,208681,13062,209165
757,757,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0780,149663,147824,9219,147833
758,758,585620_1166117_2017-06-28_0f22_BGRN_Analytic_s0350,210207,211304,13307,213199
